title,href,article
"한솔PNS, 'AW 2026' 참가…제조산업 특화 AI 플랫폼 소개",https://n.news.naver.com/mnews/article/001/0015956547?sid=105,"




한솔PNS '임팩토 AI 아틀라스'[한솔 제공. 재판매 및 DB 금지](서울=연합뉴스) 강태우 기자 = 한솔PNS는 지난 4일부터 사흘간 서울 강남구 코엑스에서 열린 '스마트공장·자동화산업전 2026(AW 2026)'에 참가했다고 13일 밝혔다.    한솔PNS는 이번 전시에서 '인공지능(AI) 내재형 제조'를 콘셉트로 제조 데이터를 분석하고, 공정 최적화 인사이트를 제공하는 제조산업 특화 AI 플랫폼 '임팩토 AI 아틀라스'를 선보였다.    임팩토 AI 아틀라스는 한솔PNS가 운영 중인 데이터수집솔루션(EIS/DPS), 제조실행솔루션(MES), 품질관리솔루션(QMS), 설비관리솔루션(PAM), 환경안전보건솔루션(ESH) 등 각 제조 공정별 IT 설루션과 연계해 맞춤형 AI 인사이트를 제공한다.    한솔PNS는 ""임팩토 AI 아틀라스가 제조 산업현장의 AX(AI 전환) 촉진에 핵심적인 역할을 할 것으로 기대한다""며 ""제조산업에 특화된 AI 기술을 바탕으로 고객의 생산 경쟁력 향상을 위해 노력하겠다""고 말했다.    burning@yna.co.kr
"
"정재헌 SKT CEO ""통신사 넘어 AI 인프라 설계자로""",https://n.news.naver.com/mnews/article/001/0015956991?sid=105,"
MWC26서 풀스택 AI 전략 공개…데이터센터·모델·서비스 통합



정재헌 SKT CEO, MWC26서 'AI 네이티브 혁신전략 발표'(서울=연합뉴스) 정재헌 SK텔레콤 대표이사 사장이 1일(현지시간) MWC26이 열리는 스페인 바르셀로나에서 기자간담회를 개최, AI 인프라의 재편과 대규모 투자 계획을 포함한 'AI 네이티브' 혁신 전략을 발표하고 있다. 2026.3.2 [SK텔레콤 제공. 재판매 및 DB 금지] photo@yna.co.kr    (서울=연합뉴스) 박형빈 기자 = 정재헌 SK텔레콤 최고경영자(CEO)는 스페인 바르셀로나에서 열린 세계 최대 이동통신 전시회 'MWC26'를 계기로 인공지능(AI)이 소프트웨어를 넘어 인프라 주도권 경쟁 단계로 확장되고 있다고 진단했다.    정 CEO는 13일 사내 뉴스룸에 게재한 글에서 최근 중앙 첨탑 공사를 마친 바르셀로나 사그라다 파밀리아 성당을 언급하며 ""이번 MWC 현장은 전 세계 정보통신기술(ICT) 리더들이 모여 'AI 성당'이라는 거대한 시대적 건축물을 어떻게 완성할지 치열하게 논의하는 자리였다""고 밝혔다.    그는 ""이제 통신사는 단순한 데이터 전달자를 넘어 인프라를 직접 설계하고 운영하는 'AI 인프라 설계자'가 돼야 한다""며 SK텔레콤이 AI 데이터센터(DC)와 AI 모델, 서비스까지 아우르는 '풀스택 AI 제공자' 전략을 추진하고 있다고 설명했다.    SK텔레콤은 이번 MWC에서 글로벌 서버 제조사 슈퍼마이크로, 에너지 관리 기업 슈나이더일렉트릭과 AI 데이터센터 협력을 위한 업무협약(MOU)을 체결했다. 싱텔, 이앤(e&), NTT 등 글로벌 통신사와는 데이터 주권을 고려한 '소버린 AI 패키지'를 공동으로 선보였다.    성과도 이어졌다. SK텔레콤의 GPU 클러스터 '해인'은 MWC의 글로벌 모바일 어워드(GLOMO)에서 '최고의 클라우드 솔루션' 부문을 수상했다. 약 5천억 파라미터 규모의 자체 AI 파운데이션 모델 'A.X K1'도 글로벌 관람객들의 관심을 받았다고 정 CEO는 전했다.    정 CEO는 특히 스타트업과의 협력 필요성을 강조했다.     그는 ""대기업의 인프라와 자원을 개방하고 스타트업의 유연한 창의성을 결합하는 시도는 국가 AI 주권을 지키고 글로벌 경쟁력을 키우기 위한 필수적인 선택""이라고 밝혔다.    AI 시대에 대응하기 위한 조직 변화 의지도 강조했다. 그는 ""SK텔레콤은 AI로의 대전환(AX)을 단순한 기술 도입이 아닌 기업 근간의 체질 변화로 정의할 것""이라며 ""SK텔레콤이 이어온 이동통신 역사의 단단한 토대 위에 AI라는 새로운 역사를 만들어가겠다""고 덧붙였다.    binzz@yna.co.kr
"
"[특징주] 크래프톤, 한화에어로와 피지컬AI 합작사 추진에 강세",https://n.news.naver.com/mnews/article/001/0015956843?sid=101,"




크래프톤 로고지난 달 독일에서 열린 게임쇼 '게임스컴' 부스의 크래프톤 로고. 2024.9.23 [연합뉴스 자료사진](서울=연합뉴스) 고은지 기자 = 크래프톤이 한화에어로스페이스와 피지컬 인공지능(AI) 분야에서 협력한다는 소식에 강세를 나타내고 있다.    이날 오전 10시 28분 현재 크래프톤은 전장보다 8.63% 오른 24만5천500원에 거래되고 있다.    크래프톤과 한화에어로스페이스는 이날 AI 기술 공동 개발과 합작법인(JV) 설립 등을 위한 업무협약(MOU)을 체결했다.    협약에 따라 양사는 ▲ 피지컬 AI 핵심 기술 공동 연구개발 ▲ 실증 및 적용 시나리오 검토 ▲ 기술·운영 체계 구축 등의 과제를 단계적으로 추진한다.     아울러 JV를 설립해 공동 개발의 성과를 현장 적용과 사업화로 신속히 연결하고, 중장기 협력 체계를 강화해 나갈 방침이다.    eun@yna.co.kr
"
"폴라리스오피스, 오픈AI 맞손…美 AI 헬스케어 공략",https://n.news.naver.com/mnews/article/092/0002414314?sid=105,"
미 의료정보보호법 충족 데이터 처리 환경 구축폴라리스오피스가 오픈AI 손잡고 글로벌 인공지능(AI) 헬스케어 시장 공략에 나섰다.폴라리스오피스는 오픈AI와 사업 제휴 계약(BAA)을 체결하고 미국 의료정보보호법(HIPAA) 기준을 충족하는 의료 데이터 처리 환경을 구축한다고 13일 밝혔다.BAA는 미국 의료기관과 헬스케어 기업이 환자의 민감한 의료 정보(PHI)를 외부 기업과 공유할 때 체결해야 하는 법적 보안 계약이다. 이번 계약으로 폴라리스오피스는 의료와 제약 데이터를 법적 리스크 없이 처리할 수 있는 기반을 마련했다.



폴라리스오피스 기업로고. (사진=폴라리스오피스)폴라리스오피스는 AI 문서 분석 기술과 오픈AI 거대언어모델(LLM)을 결합해 미국 헬스케어 시장 진입 요건을 충족했다. 이를 통해 글로벌 헬스케어와 제약 산업을 대상으로 한 AI 솔루션 사업을 확대할 계획이다.이번 협력 핵심 솔루션은 산업 특화 AI 서비스 '애스크닥 포 파마'다. 이 솔루션은 폴라리스오피스 문서 AI 기술과 계열사 폴라리스AI파마의 제약 바이오 산업 전문성을 결합해 공동 개발됐다.애스크닥 포 파마는 신약 개발과 임상 과정에서 생성되는 방대한 전문 문서를 AI가 자동으로 분석하고 요약하는 기능을 제공한다. 임상시험 계획서 FDA 승인 문서 의약품 성분 분석 보고서 등 복잡한 자료를 빠르게 정리하고 연구자 질의에 대한 답변을 제공한다.폴라리스오피스 관계자는 ""이번 협력으로 미국의 엄격한 의료 보안 기준을 충족하는 AI 플랫폼 기업으로 인정받았다는 의미가 있다""며 ""글로벌 헬스케어 시장 진출을 위한 핵심 기반을 확보한 만큼 애스크닥 포 파마를 제약 의료 산업 지능형 의사결정 플랫폼으로 성장시켜 나갈 계획""이라고 말했다.
"
AI 공포에 주가 40% 폭락…'18년 경력' CEO 물러난다,https://n.news.naver.com/mnews/article/015/0005261889?sid=105,"
패키지로 팔던 포토샵, 구독제로 바꾼 '18년 경력 CEO'소프트웨어 업계 리더십 줄교체샨타누 나라옌 어도비 CEO ""물러날 것""매출 25배로 늘리며 현재 어도비 만들어 이미지 생성 AI·AI 네이티브 툴 등장'사스포칼립스' 공포에 주가 40% 빠져워크데이·클라비요도 리더십 개편



샨타누 나리옌 어도비 CEO./사진=AP세계 1위 이미지 편집 도구 ‘어도비 포토샵’은 2000년대까지만 해도 패키지 형태로 팔렸다. 이용자는 박스에 담긴 CD를 개인용 컴퓨터(PC)에 설치해 반영구적으로 쓸 수 있었다. 시중에 처음 판매된 포토샵1.0의 가격은 895달러. 지금 물가로 환산하면 2000달러를 웃도는 고가였다. 업무용으로 쓰는 전문가가 아니면 선뜻 써보기도 어려웠다. 2007년 어도비의 지휘봉을 잡은 샨타누 나라옌은 높은 진입 장벽이 문제라고 봤다. 그는 포토샵 요금체계를 월 20~70달러 내는 클라우드 기반 구독제로 바꾸며 사용자 기반을 크게 넓혔다. 이처럼 어도비를 서비스형 소프트웨어(SaaS) 기업으로 전환한 주역 나라옌 최고경영자(CEO)가 18년 만에 경영 일선에서 물러난다. 테크 전문매체 디인포메이션은 “인공지능(AI)의 위협에 대응하기 위해 소프트웨어 기업이 경영진 개편에 나선 상징적인 사례”라고 분석했다. 'AI 공포'에 주가 40% 하락나라옌 CEO는 12일(현지시간) “향후 수개월간 이사회와 협력해 후임자를 선정하고 원활한 인수인계를 진행할 것”이라고 밝혔다. 애플·실리콘그래픽스 등을 거친 나라옌 CEO는 1988년 부사장으로 어도비에 합류했다. 2007년 전임자 브루스 치젠의 뒤를 이어 18년간 회사를 이끌며 직원 수를 10배(3만 명)로 늘렸고 연 매출을 10억달러에서 250억달러로 키웠다.  그는 사임 소회를 밝히며 “새로운 시장 카테고리를 창출하는 리더십과 모든 영역에서 끊임없이 혁신을 추구하는 자세가 어도비의 매력이었다”고 회고했다. 하지만 성장의 주역인 그가 돌연 사임을 결정한 배경에는 ‘사스포칼립스(서비스형 소프트웨어 종말론)’로 불리는 위기론이 깔려 있다는 분석이 지배적이다. 최근 어도비는 구글 나노바나나와 미드저니 등 생성 AI 도구, 피그마·캔바 등 AI 네이티브 편집 툴의 거센 도전에 직면하며 ‘구세대 소프트웨어’라는 비판을 받아왔다. 이 같은 우려가 반영되면서 어도비 주가는 지난 1년간 38.49% 급락했다. 어도비는 자체 생성AI 도구 ‘파이어플라이’를 자사 제품군에 이식하며 정면 돌파를 시도하고 있다. 실제 이날 발표된 2026회계연도 1분기(2025년 12월~2026년 2월) 매출은 전년보다 12% 증가한 63억9000만달러로 역대 최대치를 경신했다. 특히 AI 기반 제품의 연간 매출은 전년 대비 3배 급증했다. 그럼에도 CEO 교체에 따른 불확실성이 커지며 시간외거래에서 주가는 한때 7% 이상 떨어졌다. 나라옌 CEO는 후임이 확정되기 전까지 직을 유지하고 이후에는 이사회 의장으로 활동할 계획이다. 워크데이·클라비요도 리더십 교체 리더십 변화가 어도비만의 일은 아니다. 인사관리 소프트웨어 기업 워크데이는 칼 에센바흐 CEO가 사임하고 공동 창업자인 아닐 부스리가 복귀한다고 지난달 9일 발표했다. 부스리는 2005년 워크데이를 공동 창업해 2014년부터 2020년까지 CEO로, 2020년부터 2024년까지는 공동 CEO로 재직했다. 부스리 CEO는 취임사에서 “AI는 SaaS보다 훨씬 더 큰 변화를 가져올 것“이라며 ”차세대 시장 선도 기업을 정의하는 핵심 요소가 될 것“이라고 밝혔다. 그는 1990년대 전사자원관리(ERP) 기업의 시초 격인 ‘피플소프트’의 초기 멤버이자 유명 벤처캐피털(VC)인 그레이락의 파트너로서 기술 트렌드를 읽는 안목을 증명했다는 평가를 받는다. 마케팅 소프트웨어 기업 클라비요는 부스리 CEO와 2020~2022년 워크데이를 함께 이끈 차노 페르난데즈를 공동 CEO로 영입했다. 창업자이자 기존 CEO인 앤드류 비알레키가 AI 제품 등 기술 고도화에 집중하고, 페르난데즈가 경영을 총괄하는 이원 구조다. 마이크로소프트(MS) 역시 지난해 말부터 대대적인 인력 재편에 들어갔다. 사티아 나델라 CEO는 지난해 10월 세일즈 총괄이던 저드슨 알토프를 상업 부문 총괄 CEO에 임명하고 본인은 “기술적 과업에 더 집중하겠다”고 밝혔다. 나델라 CEO는 MS의 연례 최대 컨퍼런스인 ‘이그나이트 2025’에도 불참했다. 소프트웨어 기반의 MS를 클라우드 인프라 중심으로 전환한 나델라 CEO가 AI 시대에 맞는 또 한 번의 체질 개선을 준비하고 있다는 분석이 제기된다.실리콘밸리=김인엽 특파원 inside@hankyung.com
		"
"류긍선 카카오모빌리티 대표 ""피지컬 AI 기반 기업으로 도약""",https://n.news.naver.com/mnews/article/421/0008824068?sid=101,"
12일 전사 임직원 레터 발송…미래 모빌리티 기업 비전 제시""피지컬 AI 전략은 회사 지향점이자 사업 시너지 로드맵""



류긍선 카카오모빌리티 대표 (카카오모빌리티 제공)(서울=뉴스1) 신은빈 기자 = 류긍선 카카오모빌리티(424700) 대표가 피지컬 인공지능(AI) 기반 미래 모빌리티 기업으로의 도약을 본격 선언했다.13일 카카오모빌리티에 따르면 류 대표는 전날 전사 임직원에게 보낸 레터를 통해 이 같은 비전을 제시했다.류 대표는 ""일상의 모든 이동을 책임지는 '피지컬 AI 시대를 선도하는 기술회사'로 거듭나겠다""며 ""기술 주권을 확보하고 글로벌 플레이어들과 대등하게 경쟁해 미래 모빌리티 시장을 주도해 나갈 것""이라고 포부를 밝혔다.류 대표는 카카오모빌리티의 피지컬 AI 전략은 회사의 지향점이자 기존 사업과 강력한 시너지를 낼 로드맵이라고 강조했다. 카카오모빌리티가 모빌리티 산업 전반의 디지털 전환(DX) 과정에서 축적한 데이터와 기술 인프라가 피지컬 AI 완성을 위한 핵심 경쟁력이 될 것이라는 설명이다.특히 카카오모빌리티만의 압도적인 자산으로는 △방대한 이동 정보를 AI 학습 가능한 수준으로 정제한 '데이터 자산과 품질 체계' △매일 바뀌는 현실 도로의 변화를 반영한 '지도와 도로 네트워크 데이터' △호출부터 정산까지 복잡한 운영 변수를 규격화한 '오퍼레이션 표준화 역량' △향후 서비스의 경제성과 확장성을 결정하는 '거점과 운영 인프라' 등을 꼽았다.새 비전에 맞춰 기존 서비스와 미래 기술을 함께 고도화하겠다는 방침도 밝혔다. 또 핵심 기술을 내재화하기 위해 협력 가능성을 열어두되, 기술 자생력을 확보한다는 전략적 방향도 분명히 했다.류 대표는 ""피지컬 AI 기술은 기존 서비스와 결합해 운영 효율을 높이고 서비스 품질을 혁신하는 선순환 구조를 만들 것""이라며 ""기술과 서비스가 유기적으로 맞물린 강력한 모빌리티 생태계를 구축하겠다""고 설명했다.이어 ""지난 5년여간 쌓아 온 자율주행 관련 역량은 이제 독보적인 자산이 됐다""며 ""피지컬 AI 핵심 기술을 내재화해 소프트웨어(SW)부터 하드웨어(HW) 제어까지 아우르는 독보적인 기술 경쟁력을 구축할 계획""이라고 덧붙였다.카카오모빌리티는 이를 위해 피지컬 AI 기술이 실제 서비스 환경에서 검증되고 확산될 수 있도록 '실증-운영-확산'으로 이어지는 실행형 기술 추진 체계를 강화한다. 류 대표는 이번 변화가 특정 조직만의 프로젝트가 아니라 모든 임직원이 함께 만들어 갈 여정이라고 강조했다.류 대표는 ""그간 모두가 함께 치열하게 일군 서비스들의 경쟁력 강화와 피지컬 AI로의 확장이 동시에 이뤄질 때 진정한 다음 챕터가 열릴 것""이라며 ""한국을 대표하는 피지컬 AI 기반 기술 회사로 자리매김할 수 있도록 모든 임직원이 동참해 달라""고 당부했다.<용어설명>■ 피지컬 AI피지컬 AI(Physical AI)는 인공지능(AI)이 현실 세계의 물리적 환경을 인식·이해하고 복잡한 행동을 직접 실행할 수 있도록 만드는 기술이다. 로봇·자율주행차 등의 형태로 직접적인 행동과 상호작용을 수행하는 기술을 의미하는 점에서 기존 AI와 구분된다.
"
"전북에 피지컬AI·방산·수소기지…DH그룹, 1500억원 투자",https://n.news.naver.com/mnews/article/003/0013819928?sid=102,"




[전주=뉴시스] 전북특별자치도청. (사진=뉴시스 DB). photo@newsis.com[전주=뉴시스]최정규 기자 = 전북특별자치도는 13일 도청에서 DH그룹과 부안 제3농공단지(투자 면적 10만 1836㎡) 일원에 피지컬AI(인공지능)·방산·수소 산업 제조기지를 조성하는 내용의 투자협약(MOU)을 체결했다. 협약식에는 김관영 전북지사와 이정권 DH그룹 회장, 권익현 부안군수 등이 참석했다.DH그룹은 올해부터 2032년까지 3단계에 걸쳐 총 1500억원을 투자해 부안 제3농공단지를 피지컬AI·방산·수소 산업이 집약된 복합 제조기지로 고도화한다.900억원 규모의 피지컬AI 분야 스마트팩토리가 들어선다. 산업용 로봇, 자동화 부품, 드론 및 무인항공 기반의 방위산업 생산라인이 구축된다. 2027년 착공해 자율주행이동로봇(AMR) 기반 무인 물류시스템과 디지털트윈 공정 자동화를 적용한 시설을 2029년 본격 가동할 계획이다.이어 2028년에는 350억원을 투입해 수소모빌리티 부품 제조공장 착공에 들어간다. 액화수소연료탱크와 전기·수소차량 부품을 생산하는 시설이다. 같은 해 미래비전 연구단지 조성도 시작된다. 250억원이 들어서는 이 연구단지는 수소·로봇·AI 융합 신제품 연구개발 허브이자 전북 지역대학과 연계한 산학협력 인력 양성 거점으로 운영될 예정이다.투자가 완료되면 직접고용 310명, 간접고용 포함 600~900명의 일자리가 생길 것으로 예상된다. 현대차그룹 새만금 투자 기반의 부품 공급망, 수전해 수소생산기지와의 에너지 연계, 새만금 AI·수소 시티 클러스터 효과까지 더해져 전북 서부권 전반의 산업 경쟁력을 끌어올릴 것으로 기대된다.김 지사는 ""이번 대규모 투자 결정은 전북의 미래산업 경쟁력이 높아졌음을 보여주는 것""이라며 ""DH그룹이 차질 없이 투자를 이행할 수 있도록 인허가 신속 처리 등 가용한 행정 지원을 아끼지 않겠다""고 말했다.DH그룹은 지난해 그룹 매출 1조원을 넘긴 중견그룹이다. 생활가전 및 자동차 부품 제조 역량을 토대로 피지컬AI·수소·드론 및 무인항공 기반 방위산업으로 사업 영역을 확장하며 제조업 기반의 미래산업 전환을 추진하고 있다.
"
"李대통령 ""국민주권 정부니까 가능…AI전환 신속 추진""",https://n.news.naver.com/mnews/article/277/0005733739?sid=100,"
이 대통령, 13일 AI 전환 사업 관련 SNS 메시지이재명 대통령은 13일 ""있는 힘을 다 모아 산업 인공지능 전환을 신속하게 추진하겠다""고 말했다.이 대통령은 이날 자신의 엑스(X·옛 트위터)에 정부가 AI 전환(AX) 사업을 통합 공고한다는 내용의 기사를 공유하며 이같이 밝혔다.



연합뉴스과학기술정보통신부, 산업통상자원부, 중소벤처기업부는 오는 19일 4320억원 규모의 AX 사업을 통합 공고할 방침이다. 이 대통령은 ""칸막이가 사라진 국민주권 정부니까 가능한 일""이라고 설명했다.그러면서 ""위대한 대한민국, 힘내자!""라고 썼다.이 대통령은 지난해 9월 말 국무회의에서도 ""부처 칸막이를 없애는 것이 이번 정부의 최대 과제""라고 강조한 바 있다.한편 이 대통령은 같은 날 자신의 엑스에 군 복무 기간 전체를 국민연금 가입 기간으로 인정하는 정책을 소개하며 ""약속은 지킵니다. 국민주권 정부""라고 언급했다.보건복지부는 올해 상반기 국민연금법을 개정해 이같은 방안을 시행할 예정이다. 현재는 군 복무의 최대 12개월까지만 국민연금 가입 기간으로 인정된다.
"
"[AI픽] 세미파이브, 180억 규모 차세대 AI칩 개발 수주",https://n.news.naver.com/mnews/article/001/0015957638?sid=105,"
			(서울=연합뉴스) 조성미 기자 = 인공지능(AI) 맞춤형 반도체(ASIC) 기업 세미파이브가 삼성전자 4나노 공정 기반으로 신경망처리장치(NPU)를 개발하는 180억원 규모의 일괄수주(턴키) 설계 계약을 맺었다고 13일 밝혔다.    세미파이브는 업계 내 NPU 설계 및 양산 사례를 가장 많이 보유하며 경쟁사와 격차를 벌리고 있다고 강조했다.    이 회사는 엑시나의 '컴퓨트 익스프레스 링크'(CXL) 기반 4나노 칩 개발 사업, 하이퍼엑셀의 거대언어모델 처리장치(LPU·LLM Processing Unit) 개발 등을 수주한 바 있다.    이번에 수주한 사업은 네트워크 연결 없이 기기 자체에서 AI 연산을 수행하는 온프레미스 환경에 최적화된 차세대 AI NPU 상용화가 목표다.    고해상도의 시각 AI와 거대언어모델 추론 등 대규모 데이터의 실시간 처리가 필요한 환경에 맞춰 설계되며 차세대 메모리 환경을 적용해 데이터 병목 현상을 구조적으로 개선할 계획이다.    이 회사는 국내 AI 반도체 설계 프로젝트를 기반으로 미국·중국·일본·인도·유럽 등으로 고객 기반을 확대하며 국제 사업 무대를 넓힐 계획이라고 덧붙였다.



AI 맞춤형 반도체(ASIC) 기업 세미파이브[세미파이브 제공. 재판매 및 DB 금지]    csm@yna.co.kr
"
"한성숙 중기장관, LG생산기술원서 상생형 AI 스마트제조 점검",https://n.news.naver.com/mnews/article/001/0015957580?sid=101,"
			(서울=연합뉴스) 구정모 기자 = 중소벤처기업부는 13일 경기도 평택의 LG생산기술원을 방문해 '상생형 AI 스마트제조' 구축 현장을 점검하고 대·중소기업 협력을 통한 제조 인공지능(AI) 확산 방안을 논의했다고 밝혔다.    한성숙 중기부 장관은 이날 LG생산기술원의 스마트공장 설루션 시연과 현장 투어에 참여하고 LG전자 임원과 지원사업 참여 중소기업 관계자 등과 간담회를 열어 상생형 AI 스마트공장 구축 사례와 현장 애로사항을 청취했다.    중기부의 '상생형 AI 스마트공장 구축 지원사업'은 정부와 대기업이 협력해 대기업이 보유한 제조 AI 기술과 인프라를 중소기업에 공유하는 사업이다. LG전자는 LG AI연구원의 '엑사원(EXAONE)'을 활용한 AI 설루션과 스마트공장 설루션, 자동화 장비 등을 패키지 형태로 지원하고 있다.    한성숙 중기부 장관은 ""글로벌 제조 경쟁이 심화하는 가운데 AI를 제조에 더하는 스마트제조혁신은 선택이 아닌 필수""라며 ""올해엔 상생형 AI 스마트공장 구축 지원 규모를 확대해 더 많은 중소기업이 혜택을 받을 수 있도록 추진할 것""이라고 말했다.



중소벤처기업부 현판[중소벤처기업부 제공. 재판매 및 DB 금지]    pseudojm@yna.co.kr
"
